"","person","message","debate","date"
"17","BUSH","I guess my answer to that is the man is running on Medi-scare. Trying to frighten people into the voting booth. It's not what I think and it's not my intentions and not my plan. I want all seniors to have prescription drugs in Medicare. We need to reform Medicare. This administration has failed to do it. Seniors will have not only a Medicare plan where the poor seniors will have prescription drugs paid for, but there will be a variety of options. The current system today has meant a lot for a lot of seniors, and I really appreciate the intent of the current system. If you're happy with the system you can stay in it. There are a lot of procedures that haven't kept up in Medicare with the current times. No prescription drug benefits, no drug therapy, no preventative medicines, no vision care. We need to have a modern system to help seniors, and the idea of supporting a federally controlled 132,000-page document bureaucracy as being a compassionate way for seniors, and the only compassionate source of care for seniors is not my vision. We ought to give seniors more options. I believe we ought to make the system work better. I know this. I know it will require a different kind of leader to go to Washington to say to both Republicans and Democrats, let's come together. You've had your chance, Vice President, you've been there for eight years and nothing has been done. My point is, is that my plan not only trusts seniors with options, my plan sets aside $3.4 trillion for Medicare over the next ten years. My plan also says it requires a new approach in Washington, D.C. It's going to require somebody who can work across the partisan divide.","2000PBostonMA",2000-10-03
"18","GORE","If I could respond to that. Under my plan I will put Medicare in an iron clad lockbox and prevent the money from being used for anything other than Medicare. The governor has declined to endorse that idea even though the Republican as well as Democratic leaders in Congress have endorsed it. I would be interested to see if he would say this evening he'll put Medicare in a lockbox. $100 billion comes out of Medicare just for the wealthiest 1% in the tax cut. Now here is the difference. Some people who say the word reform actually mean cuts. Under the governor's plan, if you kept the same fee for service that you have now under Medicare, your premiums would go up by between 18% and 47%, and that is the study of the Congressional plan that he's modeled his proposal on by the Medicare actuaries. Let me give you one quick example. There is a man here tonight named George McKinney from Milwaukee. He's 70 years old, has high blood pressure, his wife has heart trouble. They have an income of $25,000 a year. They can't pay for their prescription drugs. They're some of the ones that go to Canada regularly in order to get their prescription drugs. Under my plan, half of their costs would be paid right away. Under Governor Bush's plan, they would get not one penny for four to five years and then they would be forced to go into an HMO or to an insurance company and ask them for coverage, but there would be no limit on the premiums or the deductibles or any of the terms and conditions.","2000PBostonMA",2000-10-03
"19","BUSH","I cannot let this go by, the old-style Washington politics, if we're going to scare you in the voting booth. Under my plan the man gets immediate help with prescription drugs. It's called Immediate Helping Hand. Instead of squabbling and finger pointing, he gets immediate help. Let me say something.","2000PBostonMA",2000-10-03
"20","MODERATOR","Your --","2000PBostonMA",2000-10-03
"21","GORE","They get $25,000 a year income, that makes them ineligible.","2000PBostonMA",2000-10-03
"22","BUSH","Look, this is a man who has great numbers. He talks about numbers. I'm beginning to think not only did he invent the Internet, but he invented the calculator. It's fuzzy math. It's a scaring -- he's trying to scare people in the voting booth. Under my tax plan that he continues to criticize, I set one-third. The federal government should take no more than a third of anybody's check. But I also dropped the bottom rate from 15% to 10%. Because by far the vast majority of the help goes to people at the bottom end of the economic ladder. If you're a family of four in Massachusetts, making $50,000, you get a 50% cut in the federal income taxes you pay. It's from $4000 to about $2000. Now, the difference in our plans is I want that $2,000 to go to you, and the vice president would like to be spending the $2,000 on your behalf.","2000PBostonMA",2000-10-03
"23","MODERATOR","One quick thing, gentlemen. These are your rules. I'm doing my best. We're way over the three minutes. I have no problems with it. We're over the three-and-a-half. Do you want to have a quick response? We're almost to five minutes on this.","2000PBostonMA",2000-10-03
"24","GORE","It's just clear you can go to the website and look. If you make more than $25,000 a year you don't get a penny of help under the Bush prescription drug proposal for at least four to five years, and then you're pushed into a Medicare -- into an HMO or insurance company plan, and there's no limit on the premiums or the deductibles or any of the conditions. And the insurance companies say it won't work and they won't offer these plans.","2000PBostonMA",2000-10-03
"25","MODERATOR","Let me ask you both this and we'll move on on the subject. As a practical matter, both of you want to bring prescription drugs to seniors, correct?","2000PBostonMA",2000-10-03
"26","GORE","Correct.","2000PBostonMA",2000-10-03
"27","BUSH","Correct.","2000PBostonMA",2000-10-03
"28","GORE","The difference is I want to bring it to 100% and he wants to bring it to 5%.","2000PBostonMA",2000-10-03
"29","BUSH","That's totally false for him to stand up here and say that. Let me make sure the seniors hear me loud and clear. They have had their chance to get something done. I'm going to work with Democrats and Republicans to reform the system. All seniors will be covered, all seniors will have their prescription drugs paid for, and in the meantime, we'll have a plan to help poor seniors and in the meantime it could be one year or two years.","2000PBostonMA",2000-10-03
"30","GORE","Let me call your attention to the key word there. He said all poor seniors.","2000PBostonMA",2000-10-03
"31","BUSH","Wait a minute. All seniors are covered under prescription drugs in my plan.","2000PBostonMA",2000-10-03
"32","GORE","In the first year?","2000PBostonMA",2000-10-03
"33","BUSH","If we can get it done in the first year, you bet.","2000PBostonMA",2000-10-03
"34","GORE","It's a two-phase plan. For the first four years -- it takes a year to pass it and for the first four years only the poor are covered. Middle class seniors like George McKinney and his wife are not covered for four to five years.","2000PBostonMA",2000-10-03
"35","MODERATOR","I have an idea. If you have any more to say about this, you can say it in your closing statements and we'll move on, okay? New question. Vice President Gore. How would you contrast your approach to preventing future oil price and supply problems like we have now to the approach of Governor Bush?","2000PBostonMA",2000-10-03
"36","GORE","Excellent question. And here is the simple difference. My plan has not only a short-term component, but also a long-term component. And it focuses not only on increasing the supply, which I think we have to do, but also on working on the consumption side. Now, in the short-term we have to free ourselves from the domination of the big oil companies that have the ability to manipulate the price from OPEC when they want to raise the price. And in the long-term we have to give new incentives for the development of domestic resources like deep gas in the western Gulf, like stripper wells for oil, but also renewable sources of energy. And domestic sources that are cleaner and better. And I'm proposing a plan that will give tax credits and tax incentives for the rapid development of new kinds of cars and trucks and buses and factories and boilers and furnaces that don't have as much pollution, that don't burn as much energy, and that help us get out on the cutting edge of the new technologies that will create millions of new jobs. Because, when we sell these new products here, we'll then be able to sell them overseas. There is a ravenous demand for them overseas. Now, another big difference is Governor Bush is proposing to open up some of our most precious environmental treasures, like the Arctic National Wildlife Refuge for the big oil companies to go in and start producing oil there. I think that is the wrong choice. It would only give us a few months' worth of oil and the oil wouldn't start flowing for many years into the future. I don't think it's a fair price to pay to destroy precious parts of America's environment. We have to bet on the future and move beyond the current technologies to have a whole new generation of more efficient, cleaner, energy technology.","2000PBostonMA",2000-10-03
"37","BUSH","It's an issue I know a lot about. I was a small oil person for a while in west Texas. This is an administration that's had no plan. And all of a sudden the results of having no plan have caught up with America. First and foremost we have to fully fund -- heat which is a way to help low income people in the east to pay for high fuel bills. We need an active exploration incentive in America. We need to explore at home. You bet I want to open up a small part of Alaska. When that field is online it will produce one million barrels a day. Today we import one million barrels from Saddam Hussein. I would rather that a million come from our own hemisphere, have it come from our own country as opposed to Saddam Hussein. I want to develop the coal resources in America. Have clean coal technologies. We better start exploring it or otherwise we'll be in deep trouble in the future because of our dependency upon foreign sources of crude.","2000PBostonMA",2000-10-03
"38","MODERATOR","So if somebody is watching tonight and listening to what the two of you just said, is it fair to say, okay, the differences between Governor Bush and Vice President Gore are as follows. You're for doing something on the consumption end and you're for doing something on the production end?","2000PBostonMA",2000-10-03
"39","GORE","Let me clarify. I'm for doing something both on the supply side and production side and on the consumption side. Let me say, that I found one thing in Governor Bush's answer that we certainly agree on, and that's the low income heating assistance program. I commend you for supporting that. I worked to get $400 million just a couple of weeks ago. And to establish a permanent home heating oil reserve here in the northeast. Now, as for the proposals that I've worked for for renewables and conservation and efficiencies and new technologies for the last few years in the Congress, we've faced a lot of opposition to them. They've only approved about 10% of the agenda I've helped to send up there. We need to get serious about this energy crisis, both in the Congress and in the White House, and if you entrust me with the presidency, I will tackle this problem and focus on new technologies that will make us less dependent on big oil or foreign oil.","2000PBostonMA",2000-10-03
"40","MODERATOR","How would you draw the difference?","2000PBostonMA",2000-10-03
"41","BUSH","Well I would first say he should have been tackling it for the last seven years. The difference is we need to explore at home. And the vice president doesn't believe in exploration, for example, in Alaska. There's a lot of shut-in gas that we need to be moving out of Alaska by pipeline. There's an interesting issue up in the northwest as well. Do we remove dams that produce hydroelectric energy? I'm against removing dams in the northwest. We need to keep that in line. I was in coal country in West Virginia. There is an abundant supply of coal in this country. I know we can do a better job of clean coal technologies. I'm going to ask the Congress for $2 billion to make sure we have the cleanest coal technologies in the world. In the short-term we need to get after it here in America. We need to explore our resources and we need to develop our reservoirs of domestic production. We also need to have a hemispheric energy policy where Canada, Mexico and the United States come together. I brought this up recently with the newly elected president in Mexico, he's a man I know from Mexico. I talked to him about how best to expedite the exploration of natural gas in Mexico and transport it up to the United States so we become less dependent on foreign sources of crude oil. It's a major problem facing America. The administration did not deal with it. It's time for a new administration to deal with the energy problem.","2000PBostonMA",2000-10-03
"42","GORE","I found a couple of other things we agree upon. We may not find that many this evening, so I wanted to emphasize. I strongly support new investments in clean coal technology. I made a proposal three months ago on this. And also domestic exploration yes, but not in the environmental treasures of our country. We don't have to do that. That's the wrong choice. I know the oil companies have been itching to do that, but it is not the right thing to do.","2000PBostonMA",2000-10-03
"43","BUSH","It's the right thing for the consumers. Less dependency upon foreign sources of crude is good for consumers. And we can do so in an environmentally friendly way.","2000PBostonMA",2000-10-03
"44","MODERATOR","New question, new subject. Governor Bush. If elected president, would you try to overturn the FDA's approval last week of the abortion pill RU-486?","2000PBostonMA",2000-10-03
"45","BUSH","I don't think a president can do that. I was disappointed in the ruling because I think abortions ought to be more rare in America, and I'm worried that that pill will create more abortions and cause more people to have abortions. This is a very important topic and it's a very sensitive topic, because a lot of good people disagree on the issue. I think what the next president ought to do is to promote a culture of life in America. Life of the elderly and life of those women all across the country. Life of the unborn. As a matter of fact, I think a noble goal for this country is that every child, born or unborn, need to be protected by law and welcomed to life. I know we need to change a lot of minds before we get there in America. What I do believe is that we can find good, common ground on issues of parental consent or parental notification. I know we need to ban partial birth abortions. This is a place where my opponent and I have strong disagreement. I believe banning partial birth abortions would be a positive step to reducing the number of abortions in America. It is an issue that will require a new attitude. We've been battling over abortion for a long period of time. Surely this nation can come together to promote the value of life. Surely we can fight off these laws that will encourage doctors to -- to allow doctors to take the lives of our seniors. Surely we can work together to create a cultural life so some of these youngsters who feel like they can take a neighbor's life with a gun will understand that that's not the way America is meant to be. Surely we can find common ground to reduce the number of abortions in America. As to the drug itself, I mentioned I was disappointed. I hope the FDA took its time to make sure that American women will be safe who use this drug.","2000PBostonMA",2000-10-03
"46","MODERATOR","Vice President Gore?","2000PBostonMA",2000-10-03
"47","GORE","Well, Jim, the FDA took 12 years, and I do support that decision. They determined it was medically safe for the women who use that drug. This is indeed a very important issue. First of all on the issue of partial birth or so-called late-term abortion, I would sign a law banning that procedure, provided that doctors have the ability to save a woman's life or to act if her health is severely at risk. That's not the main issue. The main issue is whether or not the Roe v. Wade decision is going to be overturned. I support a woman's right to choose. My opponent does not. It is important because the next president is going to appoint three and maybe even four justices of the Supreme Court. And Governor Bush has declared to the anti-choice group that he will appoint justices in the mold of Scalia and Clarence Thomas, who are known for being the most vigorous opponents of a woman's right to choose. Here is the difference. He trusts the government to order a woman to do what it thinks she ought to do. I trust women to make the decisions that affect their lives, their destinies and their bodies. And I think a woman's right to choose ought to be protected and defended.","2000PBostonMA",2000-10-03
"48","MODERATOR","Governor, we'll go to the Supreme Court question in a moment, but make sure I understand your position on RU-486. If you're elected president, you won't support legislation to overturn this?","2000PBostonMA",2000-10-03
"49","BUSH","I don't think a president can unilaterally overturn it. The FDA has made its decision.","2000PBostonMA",2000-10-03
"50","MODERATOR","That means you wouldn't, through appointments, to the FDA and ask them to --","2000PBostonMA",2000-10-03
"51","BUSH","I think once a decision has been made, it's been made unless it's proven to be unsafe to women.","2000PBostonMA",2000-10-03
"52","GORE","Jim, the question you asked, if I heard you correctly, was would he support legislation to overturn it. And if I heard the statement day before yesterday, you said you would order -- he said he would order his FDA appointee to review the decision. Now that sounds to me a little bit different. I just think that we ought to support the decision.","2000PBostonMA",2000-10-03
"53","BUSH","I said I would make sure that women would be safe who used the drug.","2000PBostonMA",2000-10-03
"54","MODERATOR","On the Supreme Court question. Should a voter assume -- you're pro-life.","2000PBostonMA",2000-10-03
"55","BUSH","I am pro-life.","2000PBostonMA",2000-10-03
"56","MODERATOR","Should a voter assume that all judicial appointments you make to the supreme court or any other court, federal court, will also be pro-life?","2000PBostonMA",2000-10-03
"57","BUSH","The voters should assume I have no litmus test on that issue or any other issue. Voters will know I'll put competent judges on the bench. People who will strictly interpret the Constitution and not use the bench for writing social policy. That is going to be a big difference between my opponent and me. I believe that the judges ought not to take the place of the legislative branch of government. That they're appointed for life and that they ought to look at the Constitution as sacred. They shouldn't misuse their bench. I don't believe in liberal activist judges. I believe in strict constructionists. Those are the kind of judges I will appoint. I've named four in the State of Texas and ask the people to check out their qualifications, their deliberations. They're good, solid men and women who have made good, sound judgments on behalf of the people of Texas.","2000PBostonMA",2000-10-03
"58","MODERATOR","What kind of appointments should they expect from you?","2000PBostonMA",2000-10-03
"59","GORE","We both use similar language to reach an exactly opposite outcome. I don't favor a litmus test, but I know that there are ways to assess how a potential justice interprets the Constitution. And in my view, the Constitution ought to be interpreted as a document that grows with our country and our history. And I believe, for example, that there is a right of privacy in the Fourth Amendment. And when the phrase a strict constructionist is used and when the names of Scalia and Thomas are used as the benchmarks for who would be appointed, those are code words, and nobody should mistake this, for saying the governor would appoint people who would overturn Roe v. Wade. It's very clear to me. I would appoint people that have a philosophy that I think will be quite likely would uphold Roe v. Wade.","2000PBostonMA",2000-10-03
"60","MODERATOR","Is the vice president right?","2000PBostonMA",2000-10-03
"61","BUSH","It sounds like he's not very right tonight. I just told you the criteria on which I'll appoint judges. I have a record of appointing judges in the State of Texas. That's what a governor gets to do. A governor gets to name supreme court judges. He also reads all kinds of things into my tax plan and into my Medicare plan. I want the viewers out there to listen to what I have to say about it.","2000PBostonMA",2000-10-03
"62","MODERATOR","Reverse the question. What code phrases should we read by what you said about what kind of people you would appoint?","2000PBostonMA",2000-10-03
"63","GORE","It would be likely that they would uphold Roe v. Wade. I do believe it's wrong to use a litmus test. If you look at the history of a lower court judge's rulings, you can get a pretty good idea of how they'll interpret questions. A lot of questions are first impression, and these questions that have been seen many times come up in a new context and so -- but, you know, this is a very important issue. Because a lot of young women in this country take this right for granted and it could be lost. It is on the ballot in this election, make no mistake about it.","2000PBostonMA",2000-10-03
"64","BUSH","I'll tell you what kind of judges he'll put on. He'll put liberal activists justices who will use their bench to subvert the legislature, that's what he'll do.","2000PBostonMA",2000-10-03
"65","MODERATOR","Vice President Gore, if President Milosevic of Yugoslavia refuses to leave office, what action, if any, should the United States take to get him out of there?","2000PBostonMA",2000-10-03
"66","GORE","Well, Milosevic has lost the election. His opponent, Kostunica, has won the election. It's overwhelming. Milosevic's government refuses to release the vote count. There's now a general strike going on. They're demonstrating. I think we should support the people of Serbia and Yugoslavia, as they call the Serbia plus Montenegro, and put pressure in every way possible to recognize the lawful outcome of the election. The people of Serbia have acted very bravely in kicking this guy out of office. Now he is trying to not release the votes and then go straight to a so-called runoff election without even announcing the results of the first vote. Now, we've made it clear, along with our allies, that when Milosevic leaves, then Serbia will be able to have a more normal relationship with the rest of the world. That is a very strong incentive that we've given them to do the right thing. Bear in mind also, Milosevic has been indicted as a war criminal and he should be held accountable for his actions. Now, we have to take measured steps because the sentiment within Serbia is, for understandable reasons, against the United States because their nationalism -- even if they don't like Milosevic, they still have some feelings lingering from the NATO action there. So we have to be intelligent in the way we go about it. But make no mistake about it, we should do everything we can to see that the will of the Serbian people expressed in this extraordinary election is done. And I hope that he'll be out of office very shortly.","2000PBostonMA",2000-10-03
"67","MODERATOR","Governor Bush, one minute.","2000PBostonMA",2000-10-03
"68","BUSH","Well, I'm pleased with the results of the election. As the vice president said, it's time for the man to go. It means that the United States must have a strong diplomatic hand with our friends in NATO. That's why it's important to make sure our alliances are as strong as they possibly can be to keep the pressure on Mr. Milosevic. But this will be an interesting moment for the Russians to step up and lead as well. Be a wonderful time for the Russians to step into the Balkans and convince Mr. Milosevic that it's in his best interest and his country's best interest. The Russians have sway in that part of the world. We would like to see the Russians use that sway to encourage democracy to take hold. It's an encouraging election. It's time for the man to leave.","2000PBostonMA",2000-10-03
"69","MODERATOR","What if he doesn't leave? What if all the diplomatic efforts, all the pressure and he still doesn't go? Is this the kind of thing, and be specific, that you as president would consider the use of U.S. military force to get him gone?","2000PBostonMA",2000-10-03
"70","GORE","In this particular situation, no. Bear in mind that we have a lot of sanctions in force against Serbia right now. And the people of Serbia know that they can escape all those sanctions if this guy is turned out of power. Now, I understand what the governor has said about asking the Russians to be involved, and under some circumstances that might be a good idea. But being as they have not yet been willing to recognize Kostunica as the lawful winner of the election, I'm not sure it's right for us to invite the president of Russia to mediate this -- this dispute there because we might not like the results that comes out of that. They currently favor going forward with a runoff election. I think that's the wrong thing. I think the governor's instinct is not necessarily bad because we have worked with the Russians in a constructive way in Kosovo, for example, to end the conflict there. But I think we need to be very careful in the present situation before we invite the Russians to play the lead role in mediating.","2000PBostonMA",2000-10-03
"71","BUSH","Well obviously we wouldn't use the Russians if they didn't agree with our answer, Mr. Vice President. Let me say this to you, I wouldn't use force. I wouldn't use force.","2000PBostonMA",2000-10-03
"72","MODERATOR","You wouldn't use force?","2000PBostonMA",2000-10-03
"73","BUSH","No.","2000PBostonMA",2000-10-03
"74","MODERATOR","Why not?","2000PBostonMA",2000-10-03
"75","BUSH","It's not in our national interest to use force. I would use pressure and diplomacy. There is a difference what the president did in Kosovo and this. It's up to the people in this region to take control of their country.","2000PBostonMA",2000-10-03
"76","MODERATOR","New question. How would you go about as president deciding when it was in the national interest to use U.S. force, generally?","2000PBostonMA",2000-10-03
"77","BUSH","Well, if it's in our vital national interest, and that means whether our territory is threatened or people could be harmed, whether or not the alliances are -- our defense alliances are threatened, whether or not our friends in the Middle East are threatened. That would be a time to seriously consider the use of force. Secondly, whether or not the mission was clear. Whether or not it was a clear understanding as to what the mission would be. Thirdly, whether or not we were prepared and trained to win. Whether or not our forces were of high morale and high standing and well-equipped. And finally, whether or not there was an exit strategy. I would take the use of force very seriously. I would be guarded in my approach. I don't think we can be all things to all people in the world. I think we've got to be very careful when we commit our troops. The vice president and I have a disagreement about the use of troops. He believes in nation building. I would be very careful about using our troops as nation builders. I believe the role of the military is to fight and win war and therefore prevent war from happening in the first place. So I would take my responsibility seriously. And it starts with making sure we rebuild our military power. Morale in today's military is too low. We're having trouble meeting recruiting goals. We met the goals this year, but in the previous years we have not met recruiting goals. Some of our troops are not well-equipped. I believe we're overextended in too many places. And therefore I want to rebuild the military power. It starts with a billion dollar pay raise for the men and women who wear the uniform. A billion dollars more than the president recently signed into law. It's to make sure our troops are well-housed and well-equipped. Bonus plans to keep some of our high-skilled folks in the services and a commander in chief that sets the mission to fight and win war and prevent war from happening in the first place.","2000PBostonMA",2000-10-03
"78","MODERATOR","Vice President Gore, one minute.","2000PBostonMA",2000-10-03
"79","GORE","I want to make it clear, our military is the strongest, best-trained, best-equipped, best-led fighting force in the world and in the history of the world. Nobody should have any doubt about that, least of all our adversaries or potential adversaries. If you entrust me with the presidency, I will do whatever is necessary in order to make sure our forces stay the strongest in the world. In fact, in my ten-year budget proposal I've set aside more than twice as much for this purpose as Governor Bush has in his proposal. Now, I think we should be reluctant to get involved in someplace in a foreign country. But if our national security is at stake, if we have allies, if we've tried every other course, if we're sure military action will succeed, and if the costs are proportionate to the benefits, we should get involved. Now, just because we don't want to get involved everywhere doesn't mean we should back off anywhere it comes up. I disagree with the proposal that maybe only when oil supplies are at stake that our national security is at risk. I think that there are situations like in Bosnia or Kosovo where there's a genocide, where our national security is at stake there.","2000PBostonMA",2000-10-03
"80","BUSH","I agree our military is the strongest in the world today, that's not the question. The question is will it be the strongest in the years to come? Everywhere I go on the campaign trail I see moms and dads whose son or daughter may wear the uniform and they tell me about how discouraged their son or daughter may be. A recent poll was taken among 1,000 enlisted personnel, as well as officers, over half of whom will leave the service when their time of enlistment is up. The captains are leaving the service. There is a problem. And it's going to require a new commander in chief to rebuild the military power. I was honored to be flanked by Colin Powell and General Norman Schwartzkopf recently stood by me side and agreed with me. If we don't have a clear vision of the military, if we don't stop extending our troops all around the world and nation building missions, then we're going to have a serious problem coming down the road, and I'm going to prevent that. I'm going to rebuild our military power. It's one of the major priorities of my administration.","2000PBostonMA",2000-10-03
"81","MODERATOR","Vice President Gore, how should the voters go about deciding which one of you is better suited to make the kinds of decisions, whether it's Milosevic or whatever, in the military and foreign policy area?","2000PBostonMA",2000-10-03
